2021-10-19 15:43:03.593 [http-nio-9998-exec-4] INFO  com.mxy.hospital.util.HttpRequestHelper - 加密前：1000_0|10|1|1634629383577|sadjkan2334dns2ub2
2021-10-19 15:44:08.459 [http-nio-9998-exec-3] INFO  com.mxy.hospital.util.HttpRequestHelper - --> 应答结果：result data {"code":200,"message":"成功","data":null,"ok":true}
2021-10-19 15:44:08.632 [http-nio-9998-exec-3] INFO  com.mxy.hospital.util.HttpRequestHelper - --> 发送请求：post data bigcode=17be7b5423b1782612f4a50608246fb4&bigname=妇产科&intro=特需妇科门诊(西院)1&sign=8b09106b01bca6c968c473b1f883b471&hoscode=1000_0&depname=特需妇科门诊(西院)1&depcode=200004076&timestamp=1634629448475&
2021-10-19 15:44:08.655 [http-nio-9998-exec-3] INFO  com.mxy.hospital.util.HttpRequestHelper - --> 应答结果：result data {"code":200,"message":"成功","data":null,"ok":true}
2021-10-19 15:44:08.699 [http-nio-9998-exec-3] INFO  com.mxy.hospital.util.HttpRequestHelper - --> 发送请求：post data bigcode=17be7b5423b1782612f4a50608246fb4&bigname=妇产科&intro=妇科内分泌门诊&sign=8b09106b01bca6c968c473b1f883b471&hoscode=1000_0&depname=妇科内分泌门诊&depcode=200004080&timestamp=1634629448671&
2021-10-19 15:44:08.721 [http-nio-9998-exec-3] INFO  com.mxy.hospital.util.HttpRequestHelper - --> 应答结果：result data {"code":200,"message":"成功","data":null,"ok":true}
2021-10-19 15:44:08.768 [http-nio-9998-exec-3] INFO  com.mxy.hospital.util.HttpRequestHelper - --> 发送请求：post data bigcode=17be7b5423b1782612f4a50608246fb4&bigname=妇产科&intro=特需妇科内分泌门诊&sign=8b09106b01bca6c968c473b1f883b471&hoscode=1000_0&depname=特需妇科内分泌门诊&depcode=200004081&timestamp=1634629448738&
2021-10-19 15:44:08.792 [http-nio-9998-exec-3] INFO  com.mxy.hospital.util.HttpRequestHelper - --> 应答结果：result data {"code":200,"message":"成功","data":null,"ok":true}
2021-10-19 15:44:08.841 [http-nio-9998-exec-3] INFO  com.mxy.hospital.util.HttpRequestHelper - --> 发送请求：post data bigcode=17be7b5423b1782612f4a50608246fb4&bigname=妇产科&intro=特需妇科内分泌门诊(西院)&sign=8b09106b01bca6c968c473b1f883b471&hoscode=1000_0&depname=特需妇科内分泌门诊(西院)&depcode=200004082&timestamp=1634629448807&
2021-10-19 15:44:08.864 [http-nio-9998-exec-3] INFO  com.mxy.hospital.util.HttpRequestHelper - --> 应答结果：result data {"code":200,"message":"成功","data":null,"ok":true}
2021-10-19 15:44:08.908 [http-nio-9998-exec-3] INFO  com.mxy.hospital.util.HttpRequestHelper - --> 发送请求：post data bigcode=17be7b5423b1782612f4a50608246fb4&bigname=妇产科&intro=产科门诊&sign=8b09106b01bca6c968c473b1f883b471&hoscode=1000_0&depname=产科门诊&depcode=200004077&timestamp=1634629448879&
2021-10-19 15:44:08.931 [http-nio-9998-exec-3] INFO  com.mxy.hospital.util.HttpRequestHelper - --> 应答结果：result data {"code":200,"message":"成功","data":null,"ok":true}
2021-10-19 15:44:08.984 [http-nio-9998-exec-3] INFO  com.mxy.hospital.util.HttpRequestHelper - --> 发送请求：post data bigcode=2543ade3aecd3f5a3e2329d068c1d367&bigname=儿科&intro=儿科门诊&sign=8b09106b01bca6c968c473b1f883b471&hoscode=1000_0&depname=儿科门诊&depcode=200004084&timestamp=1634629448955&
2021-10-19 15:44:09.007 [http-nio-9998-exec-3] INFO  com.mxy.hospital.util.HttpRequestHelper - --> 应答结果：result data {"code":200,"message":"成功","data":null,"ok":true}
2021-10-19 15:44:09.053 [http-nio-9998-exec-3] INFO  com.mxy.hospital.util.HttpRequestHelper - --> 发送请求：post data bigcode=2543ade3aecd3f5a3e2329d068c1d367&bigname=儿科&intro=特需儿科门诊&sign=8b09106b01bca6c968c473b1f883b471&hoscode=1000_0&depname=特需儿科门诊&depcode=200004085&timestamp=1634629449023&
2021-10-19 15:44:09.075 [http-nio-9998-exec-3] INFO  com.mxy.hospital.util.HttpRequestHelper - --> 应答结果：result data {"code":200,"message":"成功","data":null,"ok":true}
2021-10-19 15:44:09.120 [http-nio-9998-exec-3] INFO  com.mxy.hospital.util.HttpRequestHelper - --> 发送请求：post data bigcode=e7391935e2070acf94e87b5b6f104f68&bigname=变态反应科&intro=变态反应科门诊&sign=8b09106b01bca6c968c473b1f883b471&hoscode=1000_0&depname=变态反应科门诊&depcode=200004094&timestamp=1634629449091&
2021-10-19 15:44:09.143 [http-nio-9998-exec-3] INFO  com.mxy.hospital.util.HttpRequestHelper - --> 应答结果：result data {"code":200,"message":"成功","data":null,"ok":true}
2021-10-19 15:44:09.187 [http-nio-9998-exec-3] INFO  com.mxy.hospital.util.HttpRequestHelper - --> 发送请求：post data bigcode=e7391935e2070acf94e87b5b6f104f68&bigname=变态反应科&intro=特需变态反应科门诊&sign=8b09106b01bca6c968c473b1f883b471&hoscode=1000_0&depname=特需变态反应科门诊&depcode=200004095&timestamp=1634629449158&
2021-10-19 15:44:09.209 [http-nio-9998-exec-3] INFO  com.mxy.hospital.util.HttpRequestHelper - --> 应答结果：result data {"code":200,"message":"成功","data":null,"ok":true}
2021-10-19 15:44:09.254 [http-nio-9998-exec-3] INFO  com.mxy.hospital.util.HttpRequestHelper - --> 发送请求：post data bigcode=2feb85b952a4dcd6dbf832100f6ef595&bigname=五官&intro=特需皮肤科门诊2&sign=8b09106b01bca6c968c473b1f883b471&hoscode=1000_0&depname=特需皮肤科门诊2&depcode=200048325&timestamp=1634629449224&
2021-10-19 15:44:09.280 [http-nio-9998-exec-3] INFO  com.mxy.hospital.util.HttpRequestHelper - --> 应答结果：result data {"code":200,"message":"成功","data":null,"ok":true}
2021-10-19 15:44:09.325 [http-nio-9998-exec-3] INFO  com.mxy.hospital.util.HttpRequestHelper - --> 发送请求：post data bigcode=2feb85b952a4dcd6dbf832100f6ef595&bigname=五官&intro=皮科激光中心&sign=8b09106b01bca6c968c473b1f883b471&hoscode=1000_0&depname=皮科激光中心&depcode=200048377&timestamp=1634629449295&
2021-10-19 15:44:09.347 [http-nio-9998-exec-3] INFO  com.mxy.hospital.util.HttpRequestHelper - --> 应答结果：result data {"code":200,"message":"成功","data":null,"ok":true}
2021-10-19 15:44:09.393 [http-nio-9998-exec-3] INFO  com.mxy.hospital.util.HttpRequestHelper - --> 发送请求：post data bigcode=2feb85b952a4dcd6dbf832100f6ef595&bigname=五官&intro=普通皮科复诊&sign=8b09106b01bca6c968c473b1f883b471&hoscode=1000_0&depname=普通皮科复诊&depcode=200048468&timestamp=1634629449363&
2021-10-19 15:44:09.417 [http-nio-9998-exec-3] INFO  com.mxy.hospital.util.HttpRequestHelper - --> 应答结果：result data {"code":200,"message":"成功","data":null,"ok":true}
2021-10-19 15:44:09.460 [http-nio-9998-exec-3] INFO  com.mxy.hospital.util.HttpRequestHelper - --> 发送请求：post data bigcode=2feb85b952a4dcd6dbf832100f6ef595&bigname=五官&intro=特需口腔科门诊2&sign=8b09106b01bca6c968c473b1f883b471&hoscode=1000_0&depname=特需口腔科门诊2&depcode=200048529&timestamp=1634629449431&
2021-10-19 15:44:09.483 [http-nio-9998-exec-3] INFO  com.mxy.hospital.util.HttpRequestHelper - --> 应答结果：result data {"code":200,"message":"成功","data":null,"ok":true}
2021-10-19 15:44:09.527 [http-nio-9998-exec-3] INFO  com.mxy.hospital.util.HttpRequestHelper - --> 发送请求：post data bigcode=2feb85b952a4dcd6dbf832100f6ef595&bigname=五官&intro=皮肤科白癜风副教授门诊&sign=8b09106b01bca6c968c473b1f883b471&hoscode=1000_0&depname=皮肤科白癜风副教授门诊&depcode=200004107&timestamp=1634629449498&
2021-10-19 15:44:09.551 [http-nio-9998-exec-3] INFO  com.mxy.hospital.util.HttpRequestHelper - --> 应答结果：result data {"code":200,"message":"成功","data":null,"ok":true}
2021-10-19 15:44:09.598 [http-nio-9998-exec-3] INFO  com.mxy.hospital.util.HttpRequestHelper - --> 发送请求：post data bigcode=2feb85b952a4dcd6dbf832100f6ef595&bigname=五官&intro=皮肤科普通皮科门诊&sign=8b09106b01bca6c968c473b1f883b471&hoscode=1000_0&depname=皮肤科普通皮科门诊&depcode=200004108&timestamp=1634629449569&
2021-10-19 15:44:09.621 [http-nio-9998-exec-3] INFO  com.mxy.hospital.util.HttpRequestHelper - --> 应答结果：result data {"code":200,"message":"成功","data":null,"ok":true}
2021-10-19 15:44:09.667 [http-nio-9998-exec-3] INFO  com.mxy.hospital.util.HttpRequestHelper - --> 发送请求：post data bigcode=2feb85b952a4dcd6dbf832100f6ef595&bigname=五官&intro=美容皮肤科门诊&sign=8b09106b01bca6c968c473b1f883b471&hoscode=1000_0&depname=美容皮肤科门诊&depcode=200004119&timestamp=1634629449637&
2021-10-19 15:44:09.690 [http-nio-9998-exec-3] INFO  com.mxy.hospital.util.HttpRequestHelper - --> 应答结果：result data {"code":200,"message":"成功","data":null,"ok":true}
2021-10-19 15:44:09.735 [http-nio-9998-exec-3] INFO  com.mxy.hospital.util.HttpRequestHelper - --> 发送请求：post data bigcode=2feb85b952a4dcd6dbf832100f6ef595&bigname=五官&intro=眼科门诊&sign=8b09106b01bca6c968c473b1f883b471&hoscode=1000_0&depname=眼科门诊&depcode=200004086&timestamp=1634629449705&
2021-10-19 15:44:09.760 [http-nio-9998-exec-3] INFO  com.mxy.hospital.util.HttpRequestHelper - --> 应答结果：result data {"code":200,"message":"成功","data":null,"ok":true}
2021-10-19 15:44:09.804 [http-nio-9998-exec-3] INFO  com.mxy.hospital.util.HttpRequestHelper - --> 发送请求：post data bigcode=2feb85b952a4dcd6dbf832100f6ef595&bigname=五官&intro=眼科门诊(西院)&sign=8b09106b01bca6c968c473b1f883b471&hoscode=1000_0&depname=眼科门诊(西院)&depcode=200004087&timestamp=1634629449775&
2021-10-19 15:44:09.828 [http-nio-9998-exec-3] INFO  com.mxy.hospital.util.HttpRequestHelper - --> 应答结果：result data {"code":200,"message":"成功","data":null,"ok":true}
2021-10-19 15:44:09.873 [http-nio-9998-exec-3] INFO  com.mxy.hospital.util.HttpRequestHelper - --> 发送请求：post data bigcode=2feb85b952a4dcd6dbf832100f6ef595&bigname=五官&intro=特需眼科门诊&sign=8b09106b01bca6c968c473b1f883b471&hoscode=1000_0&depname=特需眼科门诊&depcode=200004088&timestamp=1634629449843&
2021-10-19 15:44:09.895 [http-nio-9998-exec-3] INFO  com.mxy.hospital.util.HttpRequestHelper - --> 应答结果：result data {"code":200,"message":"成功","data":null,"ok":true}
2021-10-19 15:44:09.939 [http-nio-9998-exec-3] INFO  com.mxy.hospital.util.HttpRequestHelper - --> 发送请求：post data bigcode=2feb85b952a4dcd6dbf832100f6ef595&bigname=五官&intro=眼科糖尿病视网膜病专科&sign=8b09106b01bca6c968c473b1f883b471&hoscode=1000_0&depname=眼科糖尿病视网膜病专科&depcode=200004089&timestamp=1634629449910&
2021-10-19 15:44:09.961 [http-nio-9998-exec-3] INFO  com.mxy.hospital.util.HttpRequestHelper - --> 应答结果：result data {"code":200,"message":"成功","data":null,"ok":true}
2021-10-19 15:44:10.006 [http-nio-9998-exec-3] INFO  com.mxy.hospital.util.HttpRequestHelper - --> 发送请求：post data bigcode=2feb85b952a4dcd6dbf832100f6ef595&bigname=五官&intro=口腔科门诊&sign=8b09106b01bca6c968c473b1f883b471&hoscode=1000_0&depname=口腔科门诊&depcode=200004096&timestamp=1634629449977&
2021-10-19 15:44:10.030 [http-nio-9998-exec-3] INFO  com.mxy.hospital.util.HttpRequestHelper - --> 应答结果：result data {"code":200,"message":"成功","data":null,"ok":true}
2021-10-19 15:44:10.074 [http-nio-9998-exec-3] INFO  com.mxy.hospital.util.HttpRequestHelper - --> 发送请求：post data bigcode=2feb85b952a4dcd6dbf832100f6ef595&bigname=五官&intro=口腔科门诊(西院)&sign=8b09106b01bca6c968c473b1f883b471&hoscode=1000_0&depname=口腔科门诊(西院)&depcode=200004097&timestamp=1634629450045&
2021-10-19 15:44:10.099 [http-nio-9998-exec-3] INFO  com.mxy.hospital.util.HttpRequestHelper - --> 应答结果：result data {"code":200,"message":"成功","data":null,"ok":true}
2021-10-19 15:44:10.143 [http-nio-9998-exec-3] INFO  com.mxy.hospital.util.HttpRequestHelper - --> 发送请求：post data bigcode=2feb85b952a4dcd6dbf832100f6ef595&bigname=五官&intro=口腔科住院医门诊&sign=8b09106b01bca6c968c473b1f883b471&hoscode=1000_0&depname=口腔科住院医门诊&depcode=200004101&timestamp=1634629450115&
2021-10-19 15:44:10.166 [http-nio-9998-exec-3] INFO  com.mxy.hospital.util.HttpRequestHelper - --> 应答结果：result data {"code":200,"message":"成功","data":null,"ok":true}
2021-10-19 15:44:10.210 [http-nio-9998-exec-3] INFO  com.mxy.hospital.util.HttpRequestHelper - --> 发送请求：post data bigcode=2feb85b952a4dcd6dbf832100f6ef595&bigname=五官&intro=口腔科洁牙门诊&sign=8b09106b01bca6c968c473b1f883b471&hoscode=1000_0&depname=口腔科洁牙门诊&depcode=200004098&timestamp=1634629450181&
2021-10-19 15:44:10.234 [http-nio-9998-exec-3] INFO  com.mxy.hospital.util.HttpRequestHelper - --> 应答结果：result data {"code":200,"message":"成功","data":null,"ok":true}
2021-10-19 15:44:10.280 [http-nio-9998-exec-3] INFO  com.mxy.hospital.util.HttpRequestHelper - --> 发送请求：post data bigcode=2feb85b952a4dcd6dbf832100f6ef595&bigname=五官&intro=特需口腔外科门诊&sign=8b09106b01bca6c968c473b1f883b471&hoscode=1000_0&depname=特需口腔外科门诊&depcode=200004099&timestamp=1634629450250&
2021-10-19 15:44:10.304 [http-nio-9998-exec-3] INFO  com.mxy.hospital.util.HttpRequestHelper - --> 应答结果：result data {"code":200,"message":"成功","data":null,"ok":true}
2021-10-19 15:44:10.347 [http-nio-9998-exec-3] INFO  com.mxy.hospital.util.HttpRequestHelper - --> 发送请求：post data bigcode=2feb85b952a4dcd6dbf832100f6ef595&bigname=五官&intro=口腔科特需门诊(西院)&sign=8b09106b01bca6c968c473b1f883b471&hoscode=1000_0&depname=口腔科特需门诊(西院)&depcode=200004100&timestamp=1634629450319&
2021-10-19 15:44:10.370 [http-nio-9998-exec-3] INFO  com.mxy.hospital.util.HttpRequestHelper - --> 应答结果：result data {"code":200,"message":"成功","data":null,"ok":true}
2021-10-19 15:44:10.416 [http-nio-9998-exec-3] INFO  com.mxy.hospital.util.HttpRequestHelper - --> 发送请求：post data bigcode=2feb85b952a4dcd6dbf832100f6ef595&bigname=五官&intro=耳鼻喉科门诊&sign=8b09106b01bca6c968c473b1f883b471&hoscode=1000_0&depname=耳鼻喉科门诊&depcode=200004090&timestamp=1634629450385&
2021-10-19 15:44:10.440 [http-nio-9998-exec-3] INFO  com.mxy.hospital.util.HttpRequestHelper - --> 应答结果：result data {"code":200,"message":"成功","data":null,"ok":true}
2021-10-19 15:44:10.485 [http-nio-9998-exec-3] INFO  com.mxy.hospital.util.HttpRequestHelper - --> 发送请求：post data bigcode=2feb85b952a4dcd6dbf832100f6ef595&bigname=五官&intro=耳鼻喉科门诊(西院)&sign=8b09106b01bca6c968c473b1f883b471&hoscode=1000_0&depname=耳鼻喉科门诊(西院)&depcode=200004091&timestamp=1634629450456&
2021-10-19 15:44:10.508 [http-nio-9998-exec-3] INFO  com.mxy.hospital.util.HttpRequestHelper - --> 应答结果：result data {"code":200,"message":"成功","data":null,"ok":true}
2021-10-19 15:44:10.554 [http-nio-9998-exec-3] INFO  com.mxy.hospital.util.HttpRequestHelper - --> 发送请求：post data bigcode=2feb85b952a4dcd6dbf832100f6ef595&bigname=五官&intro=特需耳鼻喉科门诊&sign=8b09106b01bca6c968c473b1f883b471&hoscode=1000_0&depname=特需耳鼻喉科门诊&depcode=200004093&timestamp=1634629450523&
2021-10-19 15:44:10.576 [http-nio-9998-exec-3] INFO  com.mxy.hospital.util.HttpRequestHelper - --> 应答结果：result data {"code":200,"message":"成功","data":null,"ok":true}
2021-10-19 15:44:10.621 [http-nio-9998-exec-3] INFO  com.mxy.hospital.util.HttpRequestHelper - --> 发送请求：post data bigcode=2feb85b952a4dcd6dbf832100f6ef595&bigname=五官&intro=皮科门诊&sign=8b09106b01bca6c968c473b1f883b471&hoscode=1000_0&depname=皮科门诊&depcode=200004102&timestamp=1634629450591&
2021-10-19 15:44:10.643 [http-nio-9998-exec-3] INFO  com.mxy.hospital.util.HttpRequestHelper - --> 应答结果：result data {"code":200,"message":"成功","data":null,"ok":true}
2021-10-19 15:44:10.688 [http-nio-9998-exec-3] INFO  com.mxy.hospital.util.HttpRequestHelper - --> 发送请求：post data bigcode=2feb85b952a4dcd6dbf832100f6ef595&bigname=五官&intro=皮科门诊(西院)&sign=8b09106b01bca6c968c473b1f883b471&hoscode=1000_0&depname=皮科门诊(西院)&depcode=200004103&timestamp=1634629450659&
2021-10-19 15:44:10.710 [http-nio-9998-exec-3] INFO  com.mxy.hospital.util.HttpRequestHelper - --> 应答结果：result data {"code":200,"message":"成功","data":null,"ok":true}
2021-10-19 15:44:10.754 [http-nio-9998-exec-3] INFO  com.mxy.hospital.util.HttpRequestHelper - --> 发送请求：post data bigcode=2feb85b952a4dcd6dbf832100f6ef595&bigname=五官&intro=皮肤科性病门诊&sign=8b09106b01bca6c968c473b1f883b471&hoscode=1000_0&depname=皮肤科性病门诊&depcode=200004104&timestamp=1634629450725&
2021-10-19 15:44:10.777 [http-nio-9998-exec-3] INFO  com.mxy.hospital.util.HttpRequestHelper - --> 应答结果：result data {"code":200,"message":"成功","data":null,"ok":true}
2021-10-19 15:44:10.821 [http-nio-9998-exec-3] INFO  com.mxy.hospital.util.HttpRequestHelper - --> 发送请求：post data bigcode=2feb85b952a4dcd6dbf832100f6ef595&bigname=五官&intro=特需皮肤科门诊&sign=8b09106b01bca6c968c473b1f883b471&hoscode=1000_0&depname=特需皮肤科门诊&depcode=200004106&timestamp=1634629450792&
2021-10-19 15:44:10.845 [http-nio-9998-exec-3] INFO  com.mxy.hospital.util.HttpRequestHelper - --> 应答结果：result data {"code":200,"message":"成功","data":null,"ok":true}
2021-10-19 15:44:10.892 [http-nio-9998-exec-3] INFO  com.mxy.hospital.util.HttpRequestHelper - --> 发送请求：post data bigcode=7dafa91626a45481feefb3d1a84c7984&bigname=中医科&intro=特需中医科门诊2&sign=8b09106b01bca6c968c473b1f883b471&hoscode=1000_0&depname=特需中医科门诊2&depcode=200041040&timestamp=1634629450861&
2021-10-19 15:44:10.914 [http-nio-9998-exec-3] INFO  com.mxy.hospital.util.HttpRequestHelper - --> 应答结果：result data {"code":200,"message":"成功","data":null,"ok":true}
2021-10-19 15:44:10.957 [http-nio-9998-exec-3] INFO  com.mxy.hospital.util.HttpRequestHelper - --> 发送请求：post data bigcode=7dafa91626a45481feefb3d1a84c7984&bigname=中医科&intro=卫干门诊(中医科)&sign=8b09106b01bca6c968c473b1f883b471&hoscode=1000_0&depname=卫干门诊(中医科)&depcode=200048480&timestamp=1634629450928&
2021-10-19 15:44:10.980 [http-nio-9998-exec-3] INFO  com.mxy.hospital.util.HttpRequestHelper - --> 应答结果：result data {"code":200,"message":"成功","data":null,"ok":true}
2021-10-19 15:44:11.024 [http-nio-9998-exec-3] INFO  com.mxy.hospital.util.HttpRequestHelper - --> 发送请求：post data bigcode=7dafa91626a45481feefb3d1a84c7984&bigname=中医科&intro=中医科针灸室(西院)&sign=8b09106b01bca6c968c473b1f883b471&hoscode=1000_0&depname=中医科针灸室(西院)&depcode=200004112&timestamp=1634629450995&
2021-10-19 15:44:11.048 [http-nio-9998-exec-3] INFO  com.mxy.hospital.util.HttpRequestHelper - --> 应答结果：result data {"code":200,"message":"成功","data":null,"ok":true}
2021-10-19 15:44:11.092 [http-nio-9998-exec-3] INFO  com.mxy.hospital.util.HttpRequestHelper - --> 发送请求：post data bigcode=7dafa91626a45481feefb3d1a84c7984&bigname=中医科&intro=中医科针灸室&sign=8b09106b01bca6c968c473b1f883b471&hoscode=1000_0&depname=中医科针灸室&depcode=200004110&timestamp=1634629451063&
2021-10-19 15:44:11.115 [http-nio-9998-exec-3] INFO  com.mxy.hospital.util.HttpRequestHelper - --> 应答结果：result data {"code":200,"message":"成功","data":null,"ok":true}
2021-10-19 15:44:11.159 [http-nio-9998-exec-3] INFO  com.mxy.hospital.util.HttpRequestHelper - --> 发送请求：post data bigcode=7dafa91626a45481feefb3d1a84c7984&bigname=中医科&intro=中医科门诊&sign=8b09106b01bca6c968c473b1f883b471&hoscode=1000_0&depname=中医科门诊&depcode=200004109&timestamp=1634629451130&
2021-10-19 15:44:11.183 [http-nio-9998-exec-3] INFO  com.mxy.hospital.util.HttpRequestHelper - --> 应答结果：result data {"code":200,"message":"成功","data":null,"ok":true}
2021-10-19 15:44:11.227 [http-nio-9998-exec-3] INFO  com.mxy.hospital.util.HttpRequestHelper - --> 发送请求：post data bigcode=7dafa91626a45481feefb3d1a84c7984&bigname=中医科&intro=中医科门诊(西院)&sign=8b09106b01bca6c968c473b1f883b471&hoscode=1000_0&depname=中医科门诊(西院)&depcode=200004111&timestamp=1634629451198&
2021-10-19 15:44:11.250 [http-nio-9998-exec-3] INFO  com.mxy.hospital.util.HttpRequestHelper - --> 应答结果：result data {"code":200,"message":"成功","data":null,"ok":true}
2021-10-19 15:44:11.295 [http-nio-9998-exec-3] INFO  com.mxy.hospital.util.HttpRequestHelper - --> 发送请求：post data bigcode=7dafa91626a45481feefb3d1a84c7984&bigname=中医科&intro=特需中医科门诊1&sign=8b09106b01bca6c968c473b1f883b471&hoscode=1000_0&depname=特需中医科门诊1&depcode=200004113&timestamp=1634629451265&
2021-10-19 15:44:11.317 [http-nio-9998-exec-3] INFO  com.mxy.hospital.util.HttpRequestHelper - --> 应答结果：result data {"code":200,"message":"成功","data":null,"ok":true}
2021-10-19 15:44:11.360 [http-nio-9998-exec-3] INFO  com.mxy.hospital.util.HttpRequestHelper - --> 发送请求：post data bigcode=4dcb42d3a6ca39589f20bcd160903ae9&bigname=营养科&intro=临床营养科西院门诊&sign=8b09106b01bca6c968c473b1f883b471&hoscode=1000_0&depname=临床营养科西院门诊&depcode=200048262&timestamp=1634629451331&
2021-10-19 15:44:11.383 [http-nio-9998-exec-3] INFO  com.mxy.hospital.util.HttpRequestHelper - --> 应答结果：result data {"code":200,"message":"成功","data":null,"ok":true}
2021-10-19 15:44:11.426 [http-nio-9998-exec-3] INFO  com.mxy.hospital.util.HttpRequestHelper - --> 发送请求：post data bigcode=4dcb42d3a6ca39589f20bcd160903ae9&bigname=营养科&intro=特需营养科门诊1&sign=8b09106b01bca6c968c473b1f883b471&hoscode=1000_0&depname=特需营养科门诊1&depcode=200047302&timestamp=1634629451398&
2021-10-19 15:44:11.451 [http-nio-9998-exec-3] INFO  com.mxy.hospital.util.HttpRequestHelper - --> 应答结果：result data {"code":200,"message":"成功","data":null,"ok":true}
2021-10-19 15:44:11.495 [http-nio-9998-exec-3] INFO  com.mxy.hospital.util.HttpRequestHelper - --> 发送请求：post data bigcode=4dcb42d3a6ca39589f20bcd160903ae9&bigname=营养科&intro=营养科咨询门诊&sign=8b09106b01bca6c968c473b1f883b471&hoscode=1000_0&depname=营养科咨询门诊&depcode=200004133&timestamp=1634629451466&
2021-10-19 15:44:11.517 [http-nio-9998-exec-3] INFO  com.mxy.hospital.util.HttpRequestHelper - --> 应答结果：result data {"code":200,"message":"成功","data":null,"ok":true}
2021-10-19 15:44:11.560 [http-nio-9998-exec-3] INFO  com.mxy.hospital.util.HttpRequestHelper - --> 发送请求：post data bigcode=a4e171f4cf9b6816acdfb9ae62c414d7&bigname=专科&intro=多发性硬化专科门诊&sign=8b09106b01bca6c968c473b1f883b471&hoscode=1000_0&depname=多发性硬化专科门诊&depcode=200040878&timestamp=1634629451532&
2021-10-19 15:44:11.583 [http-nio-9998-exec-3] INFO  com.mxy.hospital.util.HttpRequestHelper - --> 应答结果：result data {"code":200,"message":"成功","data":null,"ok":true}
2021-10-19 15:44:11.628 [http-nio-9998-exec-3] INFO  com.mxy.hospital.util.HttpRequestHelper - --> 发送请求：post data bigcode=a4e171f4cf9b6816acdfb9ae62c414d7&bigname=专科&intro=运动障碍病专科门诊&sign=8b09106b01bca6c968c473b1f883b471&hoscode=1000_0&depname=运动障碍病专科门诊&depcode=200040182&timestamp=1634629451598&
2021-10-19 15:44:11.650 [http-nio-9998-exec-3] INFO  com.mxy.hospital.util.HttpRequestHelper - --> 应答结果：result data {"code":200,"message":"成功","data":null,"ok":true}
2021-10-19 15:44:11.695 [http-nio-9998-exec-3] INFO  com.mxy.hospital.util.HttpRequestHelper - --> 发送请求：post data bigcode=a4e171f4cf9b6816acdfb9ae62c414d7&bigname=专科&intro=特需病理科门诊&sign=8b09106b01bca6c968c473b1f883b471&hoscode=1000_0&depname=特需病理科门诊&depcode=200048482&timestamp=1634629451666&
2021-10-19 15:44:11.718 [http-nio-9998-exec-3] INFO  com.mxy.hospital.util.HttpRequestHelper - --> 应答结果：result data {"code":200,"message":"成功","data":null,"ok":true}
2021-10-19 15:44:11.763 [http-nio-9998-exec-3] INFO  com.mxy.hospital.util.HttpRequestHelper - --> 发送请求：post data bigcode=a4e171f4cf9b6816acdfb9ae62c414d7&bigname=专科&intro=病理科门诊&sign=8b09106b01bca6c968c473b1f883b471&hoscode=1000_0&depname=病理科门诊&depcode=200048483&timestamp=1634629451733&
2021-10-19 15:44:11.785 [http-nio-9998-exec-3] INFO  com.mxy.hospital.util.HttpRequestHelper - --> 应答结果：result data {"code":200,"message":"成功","data":null,"ok":true}
2021-10-19 15:44:11.829 [http-nio-9998-exec-3] INFO  com.mxy.hospital.util.HttpRequestHelper - --> 发送请求：post data bigcode=a4e171f4cf9b6816acdfb9ae62c414d7&bigname=专科&intro=麻醉科门诊&sign=8b09106b01bca6c968c473b1f883b471&hoscode=1000_0&depname=麻醉科门诊&depcode=200004057&timestamp=1634629451800&
2021-10-19 15:44:11.852 [http-nio-9998-exec-3] INFO  com.mxy.hospital.util.HttpRequestHelper - --> 应答结果：result data {"code":200,"message":"成功","data":null,"ok":true}
2021-10-19 15:44:11.898 [http-nio-9998-exec-3] INFO  com.mxy.hospital.util.HttpRequestHelper - --> 发送请求：post data bigcode=a4e171f4cf9b6816acdfb9ae62c414d7&bigname=专科&intro=放疗科门诊&sign=8b09106b01bca6c968c473b1f883b471&hoscode=1000_0&depname=放疗科门诊&depcode=200004124&timestamp=1634629451868&
2021-10-19 15:44:11.920 [http-nio-9998-exec-3] INFO  com.mxy.hospital.util.HttpRequestHelper - --> 应答结果：result data {"code":200,"message":"成功","data":null,"ok":true}
2021-10-19 15:44:11.965 [http-nio-9998-exec-3] INFO  com.mxy.hospital.util.HttpRequestHelper - --> 发送请求：post data bigcode=a4e171f4cf9b6816acdfb9ae62c414d7&bigname=专科&intro=放疗科门诊(西院)&sign=8b09106b01bca6c968c473b1f883b471&hoscode=1000_0&depname=放疗科门诊(西院)&depcode=200004125&timestamp=1634629451935&
2021-10-19 15:44:11.988 [http-nio-9998-exec-3] INFO  com.mxy.hospital.util.HttpRequestHelper - --> 应答结果：result data {"code":200,"message":"成功","data":null,"ok":true}
2021-10-19 15:44:12.033 [http-nio-9998-exec-3] INFO  com.mxy.hospital.util.HttpRequestHelper - --> 发送请求：post data bigcode=a4e171f4cf9b6816acdfb9ae62c414d7&bigname=专科&intro=特需放疗科门诊&sign=8b09106b01bca6c968c473b1f883b471&hoscode=1000_0&depname=特需放疗科门诊&depcode=200004126&timestamp=1634629452003&
2021-10-19 15:44:12.058 [http-nio-9998-exec-3] INFO  com.mxy.hospital.util.HttpRequestHelper - --> 应答结果：result data {"code":200,"message":"成功","data":null,"ok":true}
